Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity
174,"I purchased this product with the mindset I purchase most things with, that it will work. That happens to be the opposite of what this product managed to accomplish. I hooked it up to my municipal water faucet firmly planted it in the earth as per the instructions, and wouldn't you know it, it didn't work at all. Water was sprayed in a sprinkler like fashion, however, did it spin, no. this product did not work for one second. I would never recommend this brand, let alone the product.",0,0,0,0,0,1,0,0,0,1,0,0
175,strong and thick enough so its easy to lay out and work with.,0,0,0,1,0,0,0,0,0,1,1,1
176,cut a deal with my electrician to mount boxes and run wires if he hooked them up to the breaker- box and wired the plugs. I needed a deep box for heavy gauge-wire to run 40 amps and 220 volts. This little mother did it.,0,0,0,1,0,0,0,0,0,0,0,1
177,"Vary easy to use cuts at square angle, works well.",0,0,0,0,0,1,0,0,0,0,1,1
178,Worked well the first time I uses it. Moved it to the back yard and was working well for a few minutes but when I looked back the spray was only 3 feet. I thought there was a kink in the hose but discovered that the water was spraying out of the pivot end of the sprinkler. The plastic piece was missing. I cannot find the piece anywhere on line. So I am using my 40+ year old Gardena sprinkler.DO NOT BUY THIS PIECE OF JUNK.,1,0,0,0,0,1,0,0,0,0,0,0
179,"Works well with my 18 gauge Brad nailer. Easy to load, no jams.",0,0,0,0,0,1,0,0,0,0,1,1
180,without any reservations these cameras are awesome. they do what they are supposed to do and they do it well. i need all these cameras due to the issues I have at home. and they had paid for themselves many times over and over. the clarity and sound are good with no issues. seriously after 10 cameras do you really think I would get more if I had any problems or difficulty with them ? google customer service has been good so far. i have nothing bad to say about these Google Nest Cams. I even boug...,0,1,0,0,0,1,0,0,0,1,0,1
181,"I really like this sprinkler because it puts the water exactly where I want it to go, the corners which I haven't been able to do with any other sprinkler. Also I can water the lawn without watering the street as well. I feel that it's worth spending just a little bit more for a sprinkler that you have control over! I'm so happy that I bought it! I've only watered with it once since I just got it. Yay",0,0,0,0,0,1,0,0,1,0,0,1
182,Love this nozzle.  It is well made and has numerous choices for spraying .,0,0,0,0,1,0,0,0,0,1,0,1
183,Very easy to work and set up with no major issues all cables fit inside with no problem,0,0,0,1,0,0,0,0,0,0,1,1
184,If you want a toilet that a 15 year old girl can clog up after eating half of a burrito then this is the toilet for you. Make sure you buy a plunger along with this toilet,0,0,0,0,0,1,0,0,0,0,0,0
185,Held up no more than a few uses before coming apart,0,0,0,0,0,0,0,0,0,1,0,0
186,Best Sprinkler.  It covers our lawn better than any sprinkler I have ever had.  I bought a second one for the back yard.,0,0,0,0,0,1,0,0,0,0,0,1
187,I bought this 9 months ago and am just now getting around to rating it. I absolutely love this vice. I use it probably 4-5 times a week. It is super solid. I would recommend getting some magnetic vice jaws though for holding pipe/delicate things.,0,0,0,0,0,0,0,0,0,1,0,1
188,Durable and comfortable.,0,0,0,0,0,0,0,0,0,1,1,1
189,Easy to work with and looks good.,0,0,1,0,0,0,0,0,0,0,1,1
190,Adhesive is no good I had to use gorilla glue to get it to stick.,0,0,0,0,0,0,0,0,0,1,0,0
191,Great camera's at a great price,0,0,0,0,0,0,0,0,1,0,0,1
192,Nails hold moldings in place. Easy to work with.,0,0,0,0,0,1,0,0,0,0,1,1
193,does the job at a fair price,0,0,0,0,0,1,0,0,1,0,0,1
194,"Wish I had checked online first - I bought too many singular screen door lengths, when this giant roll would probably have completed all my windows!",0,0,0,1,0,0,0,0,0,0,0,1
195,The plastic spikes break too easily going into the ground and other parts of the plastic design break too easily being pulled out. Also the spray does not really equally distribute water across the yard.,0,0,0,0,0,1,0,0,0,1,0,0
196,Very pretty and comfortable,0,0,0,0,0,0,0,0,0,0,1,1
197,"I bought this because my air conditioner died in the middle of a heatwave, and I do not have any windows in my bedroom, only a sliding glass door, without a screen. It was a quick, inexpensive way to temporarily screen the door until I could get the AC replaced. I just stacked them up on top of each other. I liked the fact that it was adjustable widthwise, but had to buy several to get the needed height.I was not happy about the screen fabric popping out of the frame when I removed the paper tag that has picture, description, barcode etc. that they place on the edge between the fabric and frame.",0,0,0,0,1,0,0,0,0,1,0,0
198,"Work well. Good springs. Easy to use. I didn't notice I only received 4 instead 6 of the3 3/8"" clamps until after the return time limit.",1,0,0,0,0,1,0,0,0,0,0,1
199,"spike broke off same day of purchase. The ground is quite rocky, so I'll give it the benefit of the doubt. would probably be fine in softer soil.",1,0,0,0,0,0,0,0,0,0,0,0
200,"Great color, texture and price!",0,0,1,0,0,0,0,0,1,0,0,1
201,Nothing wrong with them but you are paying a fairly steep price when you buy in small quantities.,0,0,0,0,0,0,0,0,1,0,0,0
202,I just followed an instructional video. Was quick and easy to install.,0,0,0,0,0,0,1,0,0,0,0,1
203,Excellent product highly recommend for anybody thats is looking for security system easy self explanatory setup,0,0,0,0,0,0,0,0,0,1,0,1
204,"Our builder did not put stop valve to all bathrooms and toilets pex pipe, you can only shut water from basement main manabloc, god forbid if we have leaks!   Bought this cutter so that we can add a stop valve, it works great. It cuts 1/2 and 3/8 pex pipe like a sharp scissor cutting through paper, clean cut.",0,0,0,0,0,1,0,0,0,0,0,1
205,Easy to work with.  A little harder with a screen door than with a window.  I've used it on both so far.  Easy to cut to remove any extra.  Be sure to use the tools they make it so much easier.,0,0,0,0,0,0,0,0,0,0,1,1
206,"I used one of these to relocate the hanging lights above my breakfast table.  Prior homeowners must have had a table with a different shape or size and the middle of my table was not where the lamp hung.  I finally got tired of hitting my head, so I chose one of these fan boxes to facilitate the move to a new location.  With no access to the area above the ceiling, this made locating the lamp in a precise location to be a breeze.  The bracket is plenty strong for the weight of the lamp.",0,0,0,0,0,0,1,0,0,1,0,1
207,I love this sprinkler. It does a bigger area with less water pressure. You can set it for the size of area you are watering. I would highly recommend it to any one with a large yard. I like it so well I have ordered a second one.,0,0,0,0,0,1,0,0,0,1,0,1
208,Fit perfect on my patio furniture abs very comfortable,0,0,0,1,0,0,0,0,0,0,1,1
209,These clamps are by far the easiest I have ever used and light weight to carry around. They also can be used to stretch things by flipping one end. I will buy more.,0,0,0,1,0,0,0,0,0,0,1,1
210,Having a hard time adjusting it,0,0,0,0,0,0,0,0,0,0,1,0
211,Easy too use and gets the job done!!,0,0,0,0,0,0,0,0,0,0,1,1
212,This product made installing a ceiling fan where previously there was none quick and easy.  I wondered about the strength but all doubts were gone after I installed it and pulled down on it. It wouldn't budge. Installed the fan and no wobble on any speed. Great product!,0,0,0,0,0,0,0,0,0,1,0,1
213,I've upgraded all my toilets with these. primary home and another. couldn't be happier! no more lazy river flush with these. this is a very aggressive flush that works the first time.  it is a little bit noisier than a lazy river flush toilet but it finishes faster - slow close seats are very nice too.,0,0,0,0,1,1,0,0,0,0,0,1
214,Didn't work had to return it,0,0,0,0,0,1,0,0,0,0,0,0
215,Great handle light weight and easy flow control,0,0,0,1,0,0,0,0,0,0,1,1
216,"These are good clamps. I have 2 other brands, these are an improvement over both. Easy to use. And they clamp hard. I will likely buy more of them in future.",0,0,0,0,0,0,0,0,0,0,1,1
217,"Does what it is supposed to do, feels well made.",0,0,0,0,0,0,0,0,0,1,0,1
218,Anyone a little handy can install. Just have a little patience. Good idea to put tank on before installing in the bathroom. Jumbo wax ring provides much better seal than what comes with. Reasonably priced for the quality.,0,0,0,0,0,0,1,0,1,1,0,1
219,This thing works great and catches movement and alerts you as soon as movement happens. I use it over my garage to watch my cars. I've caught people pulling on the handles of my cars in the middle of the night trying to get inside the vehicle.,0,0,0,0,0,1,0,0,0,0,0,1
220,The linen material is fantastic. Quality outstanding.,0,0,0,0,0,0,0,1,0,1,0,1
221,"Needed these to attach moulding in kitchen! They worked great, just the ones I needed.",0,0,0,0,0,1,0,0,0,0,0,1
222,A solid foundation for my new fans. Like them.,0,0,0,0,0,0,0,0,0,1,0,1
223,Works great and is very reliable. Much better than the 18 gauge Brad nailer( a waste of $ and space),0,0,0,0,0,1,0,0,0,1,0,1
224,Inexpensive and easy the set up.  Very sensitive and the video clarity is good.,0,0,0,0,0,0,1,0,1,1,0,1
225,"Great style, size and power flushing...perfect for my 17 years old bathroom",0,0,1,1,0,1,0,0,0,0,0,1
226,"I was in need of a small sturdy clamp. This fit the bill, small, portable and well built. I'm glad that I got this clamp, I can see me using it for many needed jobs.",0,0,0,1,0,0,0,0,1,1,0,1
227,"Works great, sleek design.",0,0,1,0,0,1,0,0,0,0,0,1
228,"These cushions are nice and thick and the colors are bright. Cushions are well made and fit well with larger patio chairs. They aren't as waterproof as I hoped, but I cover them for sun protection anyway. I will be purchasing another set this spring.",0,0,1,1,0,0,0,0,0,1,0,1
229,There is nothing wrong with this product and I have two of them. However it is really no difference from any other nozzle except it looks fancy and the price is good. I would recommend it to anyone after explaining the hype on tv commercials is false,0,0,1,0,0,0,0,0,1,1,0,1
230,As others have said it is really hard to get a clean cut and it starts to spiral at the end like a corkscrew Every time I cut it took 5-6 tries to get a cut that didn't have a little spiral piece hanging off the end. Utter garbage tool. It looks cheap in the pic yet still performs worse than I could have imagined.,0,0,1,0,0,1,0,0,0,0,0,0
231,"this product is well made but could use a few tweeks to make it better. this is not a silver bullet to all you clamping jobs, but will do most of your common clamping needs.",0,0,0,0,0,0,0,0,0,1,0,1
232,Very happy with the product and the delivery time was fantastic,0,1,0,0,0,0,0,0,0,0,0,1
233,worked fine. packaging could have been tighter but for the price I am not really complaining. Product worked fine in my framing nailer,0,0,0,0,0,1,0,0,0,0,0,1
234,Very well priced. It was also very easy to use,0,0,0,0,0,0,0,0,1,0,1,1
235,this works great!,0,0,0,0,0,1,0,0,0,0,0,1
236,These Brad nails worked out great for what I needed it for.,0,0,0,0,0,1,0,0,0,0,0,1
237,"works just great, as I expected, I had purchased a more expensive one last year that had no power to it so it didnt spray as far or wide.",0,0,0,0,0,1,0,0,0,0,0,1
